sa3_code,sa3_name,year,permanent,respite,total_residential,hcp_level1,hcp_level2,hcp_level3,hcp_level4,total_homecare,total_users,hcp_high_needs,pct_hcp_high
12404.0,Richmond - Windsor,2024,374.0,4.0,378.0,13,152,108,43,316,694.0,151,0.4778481012658228
12404.0,Richmond - Windsor,2025,369.0,9.0,378.0,10,153,129,54,346,724.0,183,0.5289017341040463
12405.0,St Marys,2024,227.0,13.0,240.0,16,207,164,83,470,710.0,247,0.5255319148936171
12405.0,St Marys,2025,217.0,17.0,234.0,11,197,182,83,473,707.0,265,0.5602536997885835
12501.0,Auburn,2024,334.0,23.0,357.0,88,425,362,120,995,1352.0,482,0.4844221105527638
12501.0,Auburn,2025,359.0,23.0,382.0,84,418,403,142,1047,1429.0,545,0.5205348615090736
12502.0,Carlingford,2024,202.0,6.0,208.0,73,327,261,138,799,1007.0,399,0.49937421777221525
12502.0,Carlingford,2025,202.0,5.0,207.0,65,333,283,140,821,1028.0,423,0.5152253349573691
12503.0,Merrylands - Guildford,2024,931.0,64.0,995.0,162,848,664,279,1953,2948.0,943,0.4828469022017409
12503.0,Merrylands - Guildford,2025,994.0,47.0,1041.0,136,832,763,318,2049,3090.0,1081,0.5275744265495363
12504.0,Parramatta,2024,1294.0,85.0,1379.0,106,627,494,204,1431,2810.0,698,0.48777078965758214
12504.0,Parramatta,2025,1424.0,60.0,1484.0,100,603,532,206,1441,2925.0,738,0.5121443442054129
12601.0,Pennant Hills - Epping,2024,197.0,32.0,229.0,38,229,148,81,496,725.0,229,0.46169354838709675
12601.0,Pennant Hills - Epping,2025,269.0,13.0,282.0,36,214,159,86,495,777.0,245,0.494949494949495
12602.0,Ryde - Hunters Hill,2024,1321.0,83.0,1404.0,128,772,609,271,1780,3184.0,880,0.4943820224719101
12602.0,Ryde - Hunters Hill,2025,1404.0,60.0,1464.0,106,737,682,333,1858,3322.0,1015,0.5462863293864371
12701.0,Bringelly - Green Valley,2024,408.0,20.0,428.0,94,395,288,125,902,1330.0,413,0.45787139689578715
12701.0,Bringelly - Green Valley,2025,436.0,20.0,456.0,82,397,363,154,996,1452.0,517,0.5190763052208835
12702.0,Fairfield,2024,1252.0,52.0,1304.0,332,1545,916,400,3193,4497.0,1316,0.41215158158471654
12702.0,Fairfield,2025,1256.0,56.0,1312.0,287,1567,1182,466,3502,4814.0,1648,0.47058823529411764
12703.0,Liverpool,2024,696.0,40.0,736.0,142,652,410,147,1351,2087.0,557,0.41228719467061437
12703.0,Liverpool,2025,558.0,34.0,592.0,116,622,525,176,1439,2031.0,701,0.4871438498957609
12801.0,Cronulla - Miranda - Caringbah,2024,1097.0,48.0,1145.0,37,520,373,147,1077,2222.0,520,0.4828226555246054
12801.0,Cronulla - Miranda - Caringbah,2025,1138.0,49.0,1187.0,30,479,448,159,1116,2303.0,607,0.5439068100358423
12802.0,Sutherland - Menai - Heathcote,2024,1242.0,54.0,1296.0,32,419,339,126,916,2212.0,465,0.50764192139738
12802.0,Sutherland - Menai - Heathcote,2025,1248.0,58.0,1306.0,29,408,375,130,942,2248.0,505,0.5360934182590233
20101.0,Ballarat,2024,1108.0,27.0,1135.0,35,648,437,285,1405,2540.0,722,0.5138790035587188
20101.0,Ballarat,2025,1136.0,21.0,1157.0,34,586,505,326,1451,2608.0,831,0.5727084769124742
20102.0,Creswick - Daylesford - Ballan,2024,258.0,10.0,268.0,9,163,103,58,333,601.0,161,0.48348348348348347
