acpr_code,acpr_name,state,year,n_first_admission,n_repeat_admission,n_indigenous,n_male,n_female,n_nesb,n_english_speaking,n_age_0_49,n_age_50_54,n_age_55_59,n_age_60_64,n_age_65_69,n_age_70_74,n_age_75_79,n_age_80_84,n_age_85_89,n_age_90_94,n_age_95_99,n_age_100_plus,hcp_l1,hcp_l2,hcp_l3,hcp_l4
101,Central Coast,NSW,2023,1911,588,49,992,1507,220,320,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
102,Central West,NSW,2023,3463,219,380,1339,2343,453,240,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
103,Far North Coast,NSW,2023,1278,245,33,596,927,101,157,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
104,Hunter,NSW,2023,1965,673,107,1011,1627,206,228,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
105,Illawarra,NSW,2023,1310,200,34,601,909,342,204,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
106,Inner West,NSW,2023,1946,396,9,908,1434,1833,67,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
107,Mid North Coast,NSW,2023,1686,547,99,888,1344,116,209,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
108,Nepean,NSW,2023,612,100,15,258,454,186,75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
109,New England,NSW,2023,452,81,33,210,323,25,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
110,Northern Sydney,NSW,2023,2671,537,26,1238,1970,1292,323,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
111,Orana Far West,NSW,2023,1034,122,54,412,744,118,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
112,Riverina/Murray,NSW,2023,1197,291,53,582,905,108,94,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
113,South East Sydney,NSW,2023,4039,1417,108,2139,3316,1935,574,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
114,South West Sydney,NSW,2023,2283,552,38,1075,1760,1628,169,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
115,Southern Highlands,NSW,2023,582,94,26,260,416,71,66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
116,Western Sydney,NSW,2023,4690,1121,129,2278,3533,3128,389,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
201,Barwon-South Western,Vic,2023,1646,416,29,775,1287,330,196,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
202,Eastern Metro,Vic,2023,4975,1654,47,2414,4213,3317,472,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
203,Gippsland,Vic,2023,1374,192,30,598,968,162,191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,Grampians,Vic,2023,597,63,15,283,377,62,60,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
205,Hume,Vic,2023,1072,191,38,504,759,224,110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
206,Loddon-Mallee,Vic,2023,958,120,14,414,664,119,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,Northern Metro,Vic,2023,2694,416,18,1121,1989,2079,123,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
208,Southern Metro,Vic,2023,5410,856,32,2351,3915,2394,655,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
209,Western Metro,Vic,2023,2033,532,47,970,1595,1687,113,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
301,Brisbane North,Qld,2023,7242,2921,140,3900,6263,2856,1200,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
302,Brisbane South,Qld,2023,3174,663,76,1521,2316,1024,482,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
303,Cabool,Qld,2023,1745,1123,132,1126,1741,490,408,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
304,Central West,Qld,2023,17,1,1,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Darling Downs,Qld,2023,1004,349,38,511,842,76,97,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
306,Far North,Qld,2023,933,105,76,436,602,114,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,Fitzroy,Qld,2023,677,122,39,332,467,35,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Logan River Valley,Qld,2023,653,128,23,269,511,164,112,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
309,Mackay,Qld,2023,256,23,7,106,173,20,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,North West,Qld,2023,24,2,16,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Northern,Qld,2023,1421,614,103,804,1231,172,194,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
312,South Coast,Qld,2023,1335,312,44,671,976,206,268,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
313,South West,Qld,2023,85,81,25,65,101,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
314,Sunshine Coast,Qld,2023,3220,446,54,1468,2197,312,559,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
315,West Moreton,Qld,2023,573,108,30,266,415,65,91,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
316,Wide Bay,Qld,2023,1281,204,47,568,917,134,154,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
401,Eyre Peninsula,SA,2023,793,348,9,424,717,513,89,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
402,"Hills, Mallee & Southern",SA,2023,523,24,6,224,323,97,67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
403,Metropolitan East,SA,2023,3399,358,40,1444,2313,1014,553,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
404,Metropolitan North,SA,2023,909,91,15,378,622,246,191,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
405,Metropolitan South,SA,2023,1646,115,10,699,1062,280,309,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
406,Metropolitan West,SA,2023,1118,120,128,470,768,519,102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
407,Mid North,SA,2023,108,6,3,42,72,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Riverland,SA,2023,249,15,5,109,155,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,South East,SA,2023,260,15,7,98,177,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Flinders & Far North,SA,2023,78,6,2,32,52,3,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
411,"Yorke, Lower North & Barossa",SA,2023,391,30,8,175,246,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Goldfields,WA,2023,65,2,3,30,37,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Great Southern,WA,2023,207,17,4,90,134,26,49,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
503,Kimberley,WA,2023,45,5,36,21,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Metropolitan East,WA,2023,1363,309,45,664,1008,538,314,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
505,Metropolitan North,WA,2023,2550,693,32,1264,1979,769,623,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
506,Metropolitan South East,WA,2023,2918,651,34,1400,2168,1049,625,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
507,Metropolitan South West,WA,2023,1605,175,28,689,1091,378,406,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
508,Mid West,WA,2023,68,11,8,26,53,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Pilbara,WA,2023,11,0,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,South West,WA,2023,553,70,19,279,344,50,126,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
511,Wheatbelt,WA,2023,271,37,13,127,181,28,66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
601,North Western,Tas,2023,386,53,14,170,269,30,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
602,Northern,Tas,2023,876,178,21,400,654,166,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
603,Southern,Tas,2023,1066,132,39,458,740,143,146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
701,Alice Springs,NT,2023,93,16,54,39,70,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Darwin,NT,2023,274,111,54,162,223,136,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,East Arnhem,NT,2023,55,4,57,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Katherine,NT,2023,28,9,12,19,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,ACT,ACT,2023,917,169,12,390,696,266,106,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
101,Central Coast,NSW,2020,1326,74,33,524,875,371,161,1,9,5,11,81,162,230,330,311,200,59,1,0,0,0,0
102,Central West,NSW,2020,438,30,14,168,300,116,43,0,3,1,7,23,74,75,100,107,61,16,1,0,0,0,0
103,Far North Coast,NSW,2020,1815,99,45,700,1214,510,188,0,7,9,17,111,208,331,500,444,227,52,8,0,0,0,0
104,Hunter,NSW,2020,2833,150,72,1093,1890,771,363,1,12,15,33,168,363,557,707,742,317,62,6,0,0,0,0
105,Illawarra,NSW,2020,1591,88,51,616,1063,437,188,1,5,7,17,91,184,286,457,387,204,36,4,0,0,0,0
105,Illawarra,OT,2020,2,1,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
106,Inner West,NSW,2020,1529,74,12,582,1021,483,164,0,2,5,6,109,188,246,401,378,221,41,6,0,0,0,0
107,Mid North Coast,NSW,2020,2226,121,106,906,1441,660,249,3,11,22,47,156,297,440,518,516,276,56,5,0,0,0,0
108,Nepean,NSW,2020,599,38,14,239,398,162,75,1,2,4,9,52,89,119,135,140,67,17,2,0,0,0,0
109,New England,NSW,2020,392,31,27,158,265,104,40,0,3,4,11,22,52,76,101,94,49,9,2,0,0,0,0
110,Northern Sydney,NSW,2020,2300,126,6,896,1529,651,275,0,0,0,2,86,196,341,602,687,409,92,11,0,0,0,0
111,Orana Far West,NSW,2020,559,35,71,202,392,150,70,0,10,10,27,63,81,108,126,104,56,9,0,0,0,0,0
111,Orana Far West,Vic,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,Riverina/Murray,NSW,2020,1387,71,67,559,899,387,160,4,9,20,33,119,204,233,368,300,137,29,2,0,0,0,0
112,Riverina/Murray,WA,2020,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,South East Sydney,NSW,2020,2296,161,28,881,1575,702,256,0,3,4,9,111,246,406,582,659,356,74,7,0,0,0,0
114,South West Sydney,NSW,2020,2068,142,23,765,1444,663,229,1,4,5,11,192,304,405,502,487,247,48,4,0,0,0,0
115,Southern Highlands,NSW,2020,780,43,37,337,486,209,101,2,11,7,15,62,106,145,189,170,96,20,0,0,0,0,0
116,Western Sydney,NSW,2020,1800,110,30,709,1201,570,220,1,6,3,12,137,256,350,508,363,226,42,6,0,0,0,0
201,Barwon-South Western,Vic,2020,1279,39,9,473,845,338,136,0,1,3,10,81,145,226,314,335,165,36,2,0,0,0,0
202,Eastern Metro,Vic,2020,3670,139,8,1407,2400,1082,404,0,1,1,2,202,399,714,993,914,482,93,8,0,0,0,0
203,Gippsland,Vic,2020,1397,45,17,530,912,353,182,2,0,6,15,134,227,282,358,273,120,21,4,0,0,0,0
204,Grampians,Vic,2020,585,37,9,249,373,154,63,1,0,1,7,46,81,107,150,147,68,14,0,0,0,0,0
205,Hume,Vic,2020,758,38,17,316,480,205,91,0,2,5,6,75,102,144,194,179,70,19,0,0,0,0,0
206,Loddon-Mallee,Vic,2020,842,34,27,332,544,236,92,0,7,12,10,55,127,160,211,184,97,13,0,0,0,0,0
207,Northern Metro,Vic,2020,2654,135,30,1039,1749,847,304,0,5,9,21,186,358,468,756,593,328,58,7,0,0,0,0
208,Southern Metro,Vic,2020,3590,177,13,1365,2401,1107,402,0,5,1,6,255,501,668,921,834,463,105,8,0,0,0,0
209,Western Metro,Vic,2020,2004,104,13,809,1298,585,215,0,1,6,19,195,294,421,453,448,224,42,5,0,0,0,0
301,Brisbane North,Qld,2020,990,64,23,398,656,258,109,0,1,2,5,71,105,160,269,251,159,26,5,0,0,0,0
302,Brisbane South,Qld,2020,1451,102,17,627,926,413,164,1,0,3,6,116,201,257,357,353,207,49,3,0,0,0,0
303,Cabool,Qld,2020,1210,62,32,523,749,327,136,1,5,4,13,128,186,254,257,249,152,23,0,0,0,0,0
304,Central West,Qld,2020,8,1,0,5,4,1,1,0,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0
305,Darling Downs,Qld,2020,942,71,25,396,617,283,116,0,2,4,5,70,126,189,247,236,114,20,0,0,0,0,0
306,Far North,Qld,2020,506,62,30,223,345,170,55,0,3,3,9,39,83,111,135,110,62,13,0,0,0,0,0
307,Fitzroy,Qld,2020,968,47,32,409,606,275,113,0,3,6,13,87,141,194,253,194,104,17,3,0,0,0,0
308,Logan River Valley,Qld,2020,794,65,16,337,522,228,85,1,3,4,6,101,135,166,181,182,64,14,2,0,0,0,0
309,Mackay,Qld,2020,182,15,0,66,131,45,14,0,0,0,1,9,14,27,59,50,34,2,1,0,0,0,0
310,North West,Qld,2020,35,4,9,19,19,8,5,0,1,1,0,7,7,8,8,4,1,2,0,0,0,0,0
311,Northern,Qld,2020,715,38,32,268,485,196,76,0,2,3,6,50,114,165,170,136,83,23,1,0,0,0,0
312,South Coast,Qld,2020,1138,102,13,526,714,321,149,0,1,0,3,77,152,220,293,279,177,37,1,0,0,0,0
313,South West,Qld,2020,60,3,9,29,34,20,7,0,0,0,1,5,10,8,13,17,7,2,0,0,0,0,0
314,Sunshine Coast,Qld,2020,1658,98,18,715,1041,436,188,3,2,7,4,121,224,326,430,383,210,43,3,0,0,0,0
315,West Moreton,Qld,2020,341,34,13,154,221,106,39,0,1,0,2,40,55,55,93,74,46,9,0,0,0,0,0
316,Wide Bay,Qld,2020,1030,56,19,437,649,265,139,0,2,4,5,85,152,219,267,216,111,23,2,0,0,0,0
401,Eyre Peninsula,SA,2020,254,11,16,95,170,65,27,0,1,4,5,17,34,49,67,40,38,9,1,0,0,0,0
402,"Hills, Mallee & Southern",SA,2020,565,28,4,226,367,142,71,0,0,0,3,26,71,129,150,117,75,21,1,0,0,0,0
403,Metropolitan East,SA,2020,680,28,1,235,473,209,73,0,0,2,1,23,54,112,176,190,114,32,4,0,0,0,0
404,Metropolitan North,SA,2020,1181,34,27,474,741,334,133,0,3,5,9,75,172,196,304,282,140,26,3,0,0,0,0
405,Metropolitan South,SA,2020,775,41,11,272,543,232,87,1,1,6,2,45,68,103,196,236,135,21,2,0,0,0,0
406,Metropolitan West,SA,2020,709,30,10,262,477,199,84,0,3,2,2,39,71,104,162,200,125,26,5,0,0,0,0
407,Mid North,SA,2020,84,4,1,30,58,25,13,0,0,0,1,7,15,8,17,20,17,2,1,0,0,0,0
408,Riverland,SA,2020,114,3,1,52,65,35,12,0,0,0,0,8,19,27,19,27,11,5,1,0,0,0,0
409,South East,SA,2020,186,13,2,76,123,49,21,0,0,0,1,13,21,46,40,43,30,4,1,0,0,0,0
410,Flinders & Far North,SA,2020,60,3,12,31,32,20,4,0,0,2,0,2,7,18,18,9,6,1,0,0,0,0,0
411,"Yorke, Lower North & Barossa",SA,2020,253,14,6,103,164,52,33,0,0,3,4,17,38,49,55,60,40,1,0,0,0,0,0
501,Goldfields,WA,2020,49,3,3,18,34,13,6,0,1,0,0,4,5,11,16,9,6,0,0,0,0,0,0
502,Great Southern,WA,2020,181,11,0,75,117,39,23,0,0,0,0,10,14,32,54,48,23,11,0,0,0,0,0
503,Kimberley,WA,2020,60,2,40,27,35,19,5,0,1,4,8,13,10,12,8,4,1,1,0,0,0,0,0
504,Metropolitan East,WA,2020,648,43,15,267,424,185,79,1,3,1,8,34,68,108,154,162,118,32,2,0,0,0,0
505,Metropolitan North,WA,2020,1354,82,8,521,914,359,188,0,1,2,8,75,147,220,333,398,198,50,4,0,0,0,0
506,Metropolitan South East,WA,2020,841,72,16,384,529,235,119,1,0,3,5,49,113,141,217,218,140,23,3,0,0,0,0
507,Metropolitan South West,WA,2020,1231,94,7,480,845,353,180,2,2,2,4,55,127,227,319,305,225,53,4,0,0,0,0
508,Mid West,WA,2020,74,11,5,39,46,22,14,0,1,2,0,7,5,14,23,20,12,1,0,0,0,0,0
509,Pilbara,WA,2020,21,7,15,13,15,9,4,0,4,2,2,2,2,8,6,2,0,0,0,0,0,0,0
510,South West,WA,2020,375,34,1,150,259,109,43,1,2,1,5,22,44,62,92,109,52,19,0,0,0,0,0
511,Wheatbelt,WA,2020,288,19,14,133,174,87,30,1,0,5,7,31,56,66,60,41,34,6,0,0,0,0,0
601,North Western,Tas,2020,346,16,28,131,231,86,41,0,1,8,5,35,55,66,99,66,24,3,0,0,0,0,0
602,Northern,Tas,2020,394,26,8,170,250,119,43,0,1,2,1,50,48,80,96,77,47,15,3,0,0,0,0
603,Southern,Tas,2020,810,44,21,323,531,198,101,0,1,2,4,61,93,166,211,195,97,22,2,0,0,0,0
701,Alice Springs,NT,2020,38,10,15,17,31,10,10,0,0,1,2,4,6,9,12,13,1,0,0,0,0,0,0
702,Barkly,NT,2020,4,0,2,1,3,2,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
703,Darwin,NT,2020,132,14,15,68,78,50,9,0,0,2,3,13,23,29,34,24,14,2,2,0,0,0,0
704,East Arnhem,NT,2020,6,1,4,3,4,1,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
705,Katherine,NT,2020,19,2,10,11,10,9,2,0,2,2,1,4,3,3,4,2,0,0,0,0,0,0,0
801,ACT,ACT,2020,796,63,15,320,539,233,92,0,3,1,3,35,95,138,223,203,126,30,2,0,0,0,0
Unknown,Unknown,ACT,2020,16,2,0,5,13,6,2,0,0,0,0,0,0,3,9,4,2,0,0,0,0,0,0
Unknown,Unknown,NSW,2020,359,31,13,153,237,95,47,0,2,2,4,23,42,70,101,69,59,16,2,0,0,0,0
Unknown,Unknown,NT,2020,29,3,14,20,12,5,3,0,0,5,5,4,7,5,4,1,1,0,0,0,0,0,0
Unknown,Unknown,OT,2020,2,1,2,1,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Unknown,Unknown,Qld,2020,309,30,6,133,206,84,43,0,0,1,1,26,44,59,87,74,39,7,1,0,0,0,0
Unknown,Unknown,SA,2020,78,4,2,34,48,17,9,0,1,0,0,11,10,17,18,13,7,3,2,0,0,0,0
Unknown,Unknown,Tas,2020,27,3,2,12,18,5,1,0,0,0,0,6,6,6,8,3,1,0,0,0,0,0,0
Unknown,Unknown,Unknown,2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Unknown,Unknown,Vic,2020,273,14,5,116,171,76,18,0,2,0,0,24,37,61,69,58,28,8,0,0,0,0,0
Unknown,Unknown,WA,2020,106,19,11,51,74,38,15,0,1,3,4,11,19,20,22,23,18,4,0,0,0,0,0
101,Central Coast,NSW,2021,1351,168,46,594,925,165,204,0,6,13,15,87,179,252,348,368,206,43,2,0,0,0,0
102,Central West,NSW,2021,373,69,24,182,260,24,25,1,2,5,3,37,57,82,93,103,47,11,1,0,0,0,0
103,Far North Coast,NSW,2021,1645,280,66,753,1171,117,188,0,6,8,24,136,231,330,445,436,242,57,10,0,0,0,0
104,Hunter,NSW,2021,2365,295,54,1030,1630,231,174,0,8,20,20,136,327,515,648,578,327,76,5,0,0,0,0
105,Illawarra,NSW,2021,1337,148,46,584,901,346,173,0,2,7,8,90,153,244,340,391,199,48,3,0,0,0,0
106,Inner West,NSW,2021,1719,198,15,695,1221,1366,63,0,0,1,7,92,220,294,482,468,264,79,10,0,0,0,0
107,Mid North Coast,NSW,2021,2346,315,115,1068,1592,152,256,0,12,20,31,191,331,497,615,597,297,66,4,0,0,0,0
108,Nepean,NSW,2021,637,74,19,262,449,168,82,2,4,4,6,57,92,132,194,139,68,12,1,0,0,0,0
109,New England,NSW,2021,564,54,45,246,372,28,24,0,6,7,16,38,87,118,162,108,63,13,0,0,0,0,0
110,Northern Sydney,NSW,2021,2291,377,4,961,1707,1101,269,0,1,1,1,100,253,419,652,676,449,106,10,0,0,0,0
111,Orana Far West,NSW,2021,472,67,53,206,333,20,15,0,7,14,15,51,65,104,113,105,55,10,0,0,0,0,0
112,Riverina/Murray,NSW,2021,1341,148,51,578,911,132,86,1,10,16,41,106,204,245,350,309,162,43,2,0,0,0,0
113,South East Sydney,NSW,2021,2477,299,35,1029,1747,1444,176,0,1,3,12,130,285,426,705,698,413,92,11,0,0,0,0
114,South West Sydney,NSW,2021,2379,370,28,983,1766,1911,109,1,1,6,21,260,452,567,621,476,285,53,6,0,0,0,0
115,Southern Highlands,NSW,2021,805,93,36,363,535,89,88,1,7,8,5,58,133,164,196,201,108,17,0,0,0,0,0
116,Western Sydney,NSW,2021,1813,288,26,739,1362,1308,108,1,4,7,10,172,306,399,504,407,234,53,4,0,0,0,0
201,Barwon-South Western,Vic,2021,1284,137,16,549,872,187,145,0,1,7,4,81,186,247,364,310,171,49,1,0,0,0,0
202,Eastern Metro,Vic,2021,4010,400,9,1600,2810,2026,371,0,2,1,2,226,480,804,1161,1038,553,129,14,0,0,0,0
203,Gippsland,Vic,2021,1590,128,22,652,1066,195,211,0,3,8,10,149,271,359,422,304,171,21,0,0,0,0,0
204,Grampians,Vic,2021,697,50,8,308,439,76,69,0,0,5,6,65,119,138,147,165,71,30,1,0,0,0,0
205,Hume,Vic,2021,607,57,16,260,404,103,57,0,2,4,4,49,107,132,136,137,77,13,3,0,0,0,0
206,Loddon-Mallee,Vic,2021,868,53,22,345,576,85,54,1,10,8,4,70,140,159,207,204,98,19,1,0,0,0,0
207,Northern Metro,Vic,2021,2626,314,21,1059,1881,1928,100,0,4,7,11,179,366,515,712,714,353,71,8,0,0,0,0
208,Southern Metro,Vic,2021,3964,373,22,1661,2676,1938,487,0,1,3,9,232,534,792,1102,946,569,130,19,0,0,0,0
209,Western Metro,Vic,2021,2184,249,14,937,1495,1587,119,1,1,8,9,219,400,460,577,460,249,46,3,0,0,0,0
301,Brisbane North,Qld,2021,1018,158,18,455,721,189,119,0,3,8,6,62,124,208,233,291,185,53,3,0,0,0,0
302,Brisbane South,Qld,2021,1508,277,15,705,1079,549,236,0,1,4,7,130,216,312,391,393,257,65,9,0,0,0,0
303,Cabool,Qld,2021,1314,251,42,621,942,160,265,0,3,5,6,123,245,323,344,307,176,30,3,0,0,0,0
304,Central West,Qld,2021,19,7,2,12,14,1,1,0,0,0,1,0,8,4,8,3,1,1,0,0,0,0,0
305,Darling Downs,Qld,2021,1048,141,22,484,705,75,101,0,1,1,5,78,170,234,264,266,145,22,3,0,0,0,0
306,Far North,Qld,2021,574,182,62,315,441,122,96,0,3,10,7,49,128,153,170,139,73,21,3,0,0,0,0
307,Fitzroy,Qld,2021,774,144,28,380,538,28,76,1,6,2,8,71,140,179,198,190,99,19,5,0,0,0,0
308,Logan River Valley,Qld,2021,711,155,23,334,532,182,135,0,2,4,6,95,147,181,177,157,77,18,2,0,0,0,0
309,Mackay,Qld,2021,156,32,7,71,117,11,22,0,0,0,2,16,19,44,38,38,24,7,0,0,0,0,0
310,North West,Qld,2021,30,8,9,15,23,3,2,0,0,2,3,5,6,3,5,9,4,1,0,0,0,0,0
311,Northern,Qld,2021,723,152,44,348,527,85,67,0,1,4,15,67,130,152,213,179,88,23,3,0,0,0,0
312,South Coast,Qld,2021,1001,201,18,474,728,214,220,1,1,5,8,72,152,203,300,247,171,38,4,0,0,0,0
313,South West,Qld,2021,46,6,5,23,29,2,2,0,0,0,0,5,6,8,14,12,5,2,0,0,0,0,0
314,Sunshine Coast,Qld,2021,1586,288,28,773,1101,169,305,2,1,4,8,142,246,342,443,416,212,53,5,0,0,0,0
315,West Moreton,Qld,2021,346,72,16,157,261,45,56,0,1,3,0,36,73,71,81,92,47,12,2,0,0,0,0
316,Wide Bay,Qld,2021,784,152,34,377,559,62,108,0,3,5,9,79,131,200,219,155,113,20,2,0,0,0,0
401,Eyre Peninsula,SA,2021,225,15,11,85,155,11,34,0,1,0,2,19,32,44,60,49,28,4,1,0,0,0,0
402,"Hills, Mallee & Southern",SA,2021,745,52,11,296,501,55,113,0,0,0,1,54,87,169,210,174,91,11,0,0,0,0,0
403,Metropolitan East,SA,2021,872,49,8,300,621,378,64,0,1,1,6,31,80,108,233,227,175,57,2,0,0,0,0
404,Metropolitan North,SA,2021,1253,112,23,516,849,352,297,0,2,4,8,94,165,257,341,317,150,22,5,0,0,0,0
405,Metropolitan South,SA,2021,1054,78,9,401,730,179,184,0,1,7,6,75,127,202,240,249,171,51,3,0,0,0,0
406,Metropolitan West,SA,2021,972,75,15,373,674,439,83,0,2,4,10,46,111,158,269,267,143,35,2,0,0,0,0
407,Mid North,SA,2021,125,13,4,53,85,9,13,0,0,0,2,8,28,24,33,28,11,4,0,0,0,0,0
408,Riverland,SA,2021,196,13,4,69,140,27,10,0,0,0,3,12,32,33,68,40,18,3,0,0,0,0,0
409,South East,SA,2021,179,13,0,86,106,18,20,0,0,0,1,15,23,39,42,36,26,8,2,0,0,0,0
410,Flinders & Far North,SA,2021,70,4,11,32,42,9,7,0,0,1,3,5,13,13,14,12,12,1,0,0,0,0,0
411,"Yorke, Lower North & Barossa",SA,2021,355,40,11,159,236,31,62,0,1,3,3,20,47,67,102,89,53,10,0,0,0,0,0
501,Goldfields,WA,2021,50,6,5,26,30,4,8,0,0,1,1,4,9,9,12,12,7,1,0,0,0,0,0
502,Great Southern,WA,2021,207,21,0,84,144,26,62,0,0,0,1,12,27,41,57,48,30,11,1,0,0,0,0
503,Kimberley,WA,2021,45,9,37,21,33,2,1,0,2,2,7,9,10,12,5,5,2,0,0,0,0,0,0
