SA3_CODE_2021,snapshot_year,sa3_name,state,mmm_code,n_facilities,overall_rating,quality_score,residents_exp,staffing,compliance,quality_measures,rn_mins_actual,total_mins_actual
21401,2023,Frankston,VIC,MM1,14,3.5,3.571,3.357,2.143,4.714,4.071,,
21401,2024,Frankston,VIC,MM1,14,3.615,3.615,3.615,2.615,4.692,3.538,35.357,186.5
21401,2025,Frankston,VIC,MM1,14,4.0,3.819,3.545,3.333,4.833,3.583,48.667,213.5
21402,2023,Mornington Peninsula,VIC,MM1,23,3.609,3.446,3.217,2.783,4.391,3.391,,
21402,2024,Mornington Peninsula,VIC,MM1,25,3.818,3.79,3.5,3.087,4.652,3.87,44.56,228.96
21402,2025,Mornington Peninsula,VIC,MM1,25,4.0,3.702,3.842,3.19,4.684,3.333,50.143,239.143
21501,2023,Grampians,VIC,MM5,31,4.133,4.07,3.7,4.355,4.677,3.548,,
21501,2024,Grampians,VIC,MM5,31,4.065,3.984,3.452,4.355,4.935,3.194,89.161,258.484
21501,2025,Grampians,VIC,MM5,26,4.04,3.99,3.68,4.32,4.92,3.04,92.48,258.92
21502,2023,Mildura,VIC,MM3,7,3.571,3.321,3.0,2.0,4.714,3.571,,
21502,2024,Mildura,VIC,MM3,7,3.571,3.464,2.857,2.429,4.857,3.714,35.286,194.429
21502,2025,Mildura,VIC,MM3,7,3.8,3.55,3.8,2.0,4.8,3.6,39.4,205.4
21503,2023,Murray River - Swan Hill,VIC,MM4,14,3.857,3.821,3.786,3.286,4.571,3.643,,
21503,2024,Murray River - Swan Hill,VIC,MM4,14,4.286,4.143,3.786,4.0,4.714,4.071,81.429,242.929
21503,2025,Murray River - Swan Hill,VIC,MM4,14,4.429,4.25,4.357,4.214,4.786,3.643,93.214,244.0
21601,2023,Campaspe,VIC,MM3,9,3.429,3.611,3.286,3.556,4.0,3.333,,
21601,2024,Campaspe,VIC,MM3,10,3.625,3.75,3.375,3.7,4.3,3.4,67.6,252.1
21601,2025,Campaspe,VIC,MM3,8,3.875,3.812,3.75,3.75,4.5,3.25,58.75,230.25
21602,2023,Moira,VIC,MM4,9,3.667,3.583,3.889,2.778,4.556,3.111,,
21602,2024,Moira,VIC,MM4,9,3.889,3.861,3.333,4.0,4.667,3.444,56.333,219.556
21602,2025,Moira,VIC,MM4,9,4.25,3.972,4.0,4.0,4.875,3.222,65.889,219.333
21603,2023,Shepparton,VIC,MM3,11,3.2,3.455,3.364,2.1,4.7,3.2,,
21603,2024,Shepparton,VIC,MM3,11,3.455,3.386,3.182,2.727,4.545,3.091,50.636,217.727
21603,2025,Shepparton,VIC,MM3,11,3.727,3.682,3.545,3.0,4.636,3.545,54.818,220.909
21701,2023,Glenelg - Southern Grampians,VIC,MM5,12,4.0,3.896,3.583,3.583,4.833,3.583,,
21701,2024,Glenelg - Southern Grampians,VIC,MM5,12,3.917,3.938,3.583,3.667,4.917,3.583,55.0,213.083
21701,2025,Glenelg - Southern Grampians,VIC,MM5,10,4.25,4.074,4.0,4.0,5.0,3.444,69.778,251.111
21703,2023,Colac - Corangamite,VIC,MM4,12,4.083,4.021,3.917,3.75,4.833,3.583,,
21703,2024,Colac - Corangamite,VIC,MM4,12,4.333,4.208,3.75,4.0,4.917,4.167,72.417,225.583
21703,2025,Colac - Corangamite,VIC,MM4,9,4.143,4.0,4.0,4.125,4.875,2.857,86.625,228.75
21704,2023,Warrnambool,VIC,MM5,8,3.5,3.406,3.375,2.125,4.625,3.5,,
21704,2024,Warrnambool,VIC,MM5,8,3.375,3.312,3.625,2.5,4.75,2.375,39.375,192.375
21704,2025,Warrnambool,VIC,MM5,8,4.0,3.521,3.5,3.125,5.0,3.0,52.875,214.5
30101,2023,Capalaba,QLD,MM1,6,3.5,3.458,3.167,2.5,4.833,3.333,,
30101,2024,Capalaba,QLD,MM1,7,3.667,3.583,3.667,2.667,4.833,3.167,38.143,204.429
30101,2025,Capalaba,QLD,MM1,6,3.6,3.6,3.8,3.2,4.2,3.2,47.6,219.6
30102,2023,Cleveland - Stradbroke,QLD,MM1,9,3.556,3.472,3.111,3.111,4.667,3.0,,
30102,2024,Cleveland - Stradbroke,QLD,MM1,10,3.778,3.722,3.667,3.444,4.667,3.111,53.8,227.0
30102,2025,Cleveland - Stradbroke,QLD,MM1,11,3.875,3.781,3.375,3.625,4.5,3.625,63.5,244.375
30103,2023,Wynnum - Manly,QLD,MM1,5,3.8,3.5,3.8,2.6,4.8,2.8,,
30103,2024,Wynnum - Manly,QLD,MM1,5,3.8,3.6,3.4,3.0,4.8,3.2,42.4,203.2
30103,2025,Wynnum - Manly,QLD,MM1,5,4.0,3.75,3.5,3.25,5.0,3.25,47.0,225.75
30201,2023,Bald Hills - Everton Park,QLD,MM1,4,4.0,3.562,3.75,2.75,4.667,4.0,,
30201,2024,Bald Hills - Everton Park,QLD,MM1,4,4.0,3.604,3.667,2.5,4.5,3.75,42.5,191.0
30201,2025,Bald Hills - Everton Park,QLD,MM1,4,4.25,3.875,4.0,3.25,4.75,3.5,47.75,210.75
30202,2023,Chermside,QLD,MM1,6,3.833,3.667,3.5,2.833,5.0,3.333,,
30202,2024,Chermside,QLD,MM1,7,3.0,3.25,3.5,2.0,4.5,3.0,11.571,54.571
30202,2025,Chermside,QLD,MM1,7,3.4,3.306,3.4,3.167,4.0,2.667,48.5,228.5
30203,2023,Nundah,QLD,MM1,2,3.5,3.375,3.5,2.5,4.0,3.5,,
30203,2024,Nundah,QLD,MM1,3,3.667,3.667,4.0,3.333,4.333,3.0,73.667,240.0
30203,2025,Nundah,QLD,MM1,3,3.667,3.75,3.333,3.667,4.333,3.667,78.0,241.0
30204,2023,Sandgate,QLD,MM1,7,4.0,3.714,4.0,3.143,4.571,3.143,,
30204,2024,Sandgate,QLD,MM1,7,4.143,3.929,3.857,3.429,4.714,3.714,50.429,209.714
30204,2025,Sandgate,QLD,MM1,7,4.143,3.893,3.857,3.429,4.714,3.571,54.429,221.857
30301,2023,Carindale,QLD,MM1,4,3.75,3.812,4.0,2.5,4.75,4.0,,
30301,2024,Carindale,QLD,MM1,4,4.0,3.75,3.75,3.0,4.75,3.5,44.5,206.75
30301,2025,Carindale,QLD,MM1,5,4.0,4.0,4.0,3.667,5.0,3.333,50.333,230.0
30302,2023,Holland Park - Yeronga,QLD,MM1,7,3.857,3.857,3.429,3.0,4.857,4.143,,
30302,2024,Holland Park - Yeronga,QLD,MM1,8,4.0,3.875,3.625,3.125,5.0,3.75,45.875,216.5
30302,2025,Holland Park - Yeronga,QLD,MM1,8,4.0,3.917,3.5,3.667,5.0,3.5,52.667,234.0
30303,2023,Mt Gravatt,QLD,MM1,7,3.429,3.321,3.143,2.714,4.286,3.143,,
30303,2024,Mt Gravatt,QLD,MM1,7,3.571,3.607,3.571,2.429,4.571,3.857,40.286,195.714
30303,2025,Mt Gravatt,QLD,MM1,7,4.0,3.875,4.0,3.25,4.75,3.5,48.25,218.5
30304,2023,Nathan,QLD,MM1,1,3.0,3.25,3.0,2.0,5.0,3.0,,
30304,2024,Nathan,QLD,MM1,1,4.0,4.0,3.0,3.0,5.0,5.0,46.0,237.0
30304,2025,Nathan,QLD,MM1,1,4.0,3.75,3.0,3.0,5.0,4.0,47.0,226.0
30305,2023,Rocklea - Acacia Ridge,QLD,MM1,11,3.727,3.5,3.545,2.364,4.818,3.273,,
30305,2024,Rocklea - Acacia Ridge,QLD,MM1,11,3.909,3.727,3.455,3.0,4.818,3.636,42.364,201.182
30305,2025,Rocklea - Acacia Ridge,QLD,MM1,11,4.0,3.944,3.556,3.556,4.778,3.889,48.333,219.556
30401,2023,Centenary,QLD,MM1,7,3.857,3.607,3.714,2.143,5.0,3.571,,
30401,2024,Centenary,QLD,MM1,7,3.0,3.25,4.0,1.0,5.0,3.0,5.0,23.714
30401,2025,Centenary,QLD,MM1,7,,3.556,,3.5,4.0,3.167,52.333,240.833
30402,2023,Kenmore - Brookfield - Moggill,QLD,MM1,5,3.75,3.517,3.4,2.6,4.6,3.5,,
30402,2024,Kenmore - Brookfield - Moggill,QLD,MM1,5,3.8,3.8,3.2,3.2,4.6,4.2,42.8,210.4
30402,2025,Kenmore - Brookfield - Moggill,QLD,MM1,5,4.0,3.5,3.333,3.0,5.0,2.667,46.0,213.333
30403,2023,Sherwood - Indooroopilly,QLD,MM1,3,3.333,3.333,4.0,2.333,4.667,2.333,,
30403,2024,Sherwood - Indooroopilly,QLD,MM1,3,4.0,3.875,3.5,3.5,4.5,4.0,27.667,135.667
30403,2025,Sherwood - Indooroopilly,QLD,MM1,2,4.0,3.875,3.5,3.0,5.0,4.0,46.5,220.5
30404,2023,The Gap - Enoggera,QLD,MM1,4,3.75,3.562,3.75,2.75,4.75,3.0,,
30404,2024,The Gap - Enoggera,QLD,MM1,5,4.0,3.75,3.6,3.4,4.8,3.2,43.4,203.4
30404,2025,The Gap - Enoggera,QLD,MM1,5,3.8,3.75,3.6,3.2,4.8,3.4,46.8,214.6
30501,2023,Brisbane Inner,QLD,MM1,4,3.5,3.688,3.0,2.75,4.25,4.75,,
30501,2024,Brisbane Inner,QLD,MM1,4,4.0,4.062,4.333,2.75,4.75,4.5,49.75,208.5
30501,2025,Brisbane Inner,QLD,MM1,4,4.333,4.25,4.333,4.0,4.667,4.0,49.667,222.0
30502,2023,Brisbane Inner - East,QLD,MM1,1,3.0,3.0,2.0,1.0,5.0,4.0,,
30502,2024,Brisbane Inner - East,QLD,MM1,2,4.0,3.875,3.5,3.0,5.0,4.0,42.0,204.5
30503,2023,Brisbane Inner - North,QLD,MM1,8,3.625,3.312,3.375,2.875,4.25,2.75,,
30503,2024,Brisbane Inner - North,QLD,MM1,9,4.0,3.694,4.111,3.0,4.667,3.0,44.556,209.444
30503,2025,Brisbane Inner - North,QLD,MM1,9,4.0,3.781,3.75,3.75,4.625,3.0,51.5,217.625
30504,2023,Brisbane Inner - West,QLD,MM1,3,4.0,3.917,4.333,2.667,5.0,3.667,,
30504,2024,Brisbane Inner - West,QLD,MM1,4,4.0,3.854,4.0,3.25,4.75,3.75,47.75,195.5
30504,2025,Brisbane Inner - West,QLD,MM1,4,4.0,4.0,3.667,3.667,5.0,3.667,50.0,200.333
30601,2023,Cairns - North,QLD,MM2,3,3.333,3.25,3.333,1.667,5.0,3.0,,
30601,2024,Cairns - North,QLD,MM2,3,4.0,3.667,3.333,2.333,5.0,4.0,41.333,196.667
30601,2025,Cairns - North,QLD,MM2,3,4.0,3.583,4.0,2.0,5.0,3.333,44.667,208.667
30602,2023,Cairns - South,QLD,MM2,9,3.333,3.333,3.333,2.0,4.333,3.667,,
30602,2024,Cairns - South,QLD,MM2,9,3.556,3.611,3.556,2.444,4.444,4.0,39.667,204.444
30602,2025,Cairns - South,QLD,MM2,9,3.75,3.688,3.625,2.875,4.625,3.625,44.875,216.5
30603,2023,Innisfail - Cassowary Coast,QLD,MM5,3,3.333,3.417,3.667,2.0,4.333,3.667,,
30603,2024,Innisfail - Cassowary Coast,QLD,MM4,4,4.333,3.833,3.75,3.5,5.0,3.5,43.0,232.5
30603,2025,Innisfail - Cassowary Coast,QLD,MM4,4,4.0,3.729,3.5,4.0,4.75,2.75,44.0,170.25
30604,2023,Port Douglas - Daintree,QLD,MM5,2,3.5,3.625,4.0,3.0,3.5,4.0,,
30604,2024,Port Douglas - Daintree,QLD,MM5,2,4.0,3.5,3.5,3.5,4.0,3.0,50.5,184.5
30604,2025,Port Douglas - Daintree,QLD,MM5,2,3.0,3.5,3.0,3.0,4.0,4.0,46.0,197.0
30605,2023,Tablelands (East) - Kuranda,QLD,MM4,3,3.667,3.75,3.667,3.0,4.333,4.0,,
30605,2024,Tablelands (East) - Kuranda,QLD,MM4,3,3.667,3.5,4.0,3.0,4.667,2.333,44.0,208.0
30605,2025,Tablelands (East) - Kuranda,QLD,MM4,3,4.5,4.125,4.0,4.0,5.0,3.5,49.0,218.0
30701,2023,Darling Downs (West) - Maranoa,QLD,MM4,8,4.0,3.875,4.0,3.25,4.5,3.75,,
30701,2024,Darling Downs (West) - Maranoa,QLD,MM4,8,4.25,4.031,4.0,3.875,4.625,3.625,64.875,225.125
30701,2025,Darling Downs (West) - Maranoa,QLD,MM4,8,4.429,4.135,3.875,4.125,4.875,3.714,76.375,230.25
30702,2023,Darling Downs - East,QLD,MM5,8,4.0,4.031,3.875,4.0,4.625,3.625,,
30702,2024,Darling Downs - East,QLD,MM5,8,4.25,4.062,3.625,4.125,4.75,3.75,49.625,222.25
30702,2025,Darling Downs - East,QLD,MM5,8,4.125,3.938,3.875,3.75,4.875,3.25,57.75,222.5
