service_name,sa3_code,sa3_name,state,care_type,org_type,year,funding
Neighbourhood Central Home Care Services,10302.0,Lachlan Valley,NSW,Home Care,not_for_profit,2020,414406.7700000001
Neighbourhood Central Home Care Services,10302.0,Lachlan Valley,NSW,Home Care,not_for_profit,2021,562287.48
Neighbourhood Central Home Care Services,10302.0,Lachlan Valley,NSW,Home Care,not_for_profit,2022,572855.65
Neighbourhood Central Home Care Services,10302.0,Lachlan Valley,NSW,Home Care,not_for_profit,2023,757539.27
Neighbourhood Central Home Care Services,10302.0,Lachlan Valley,NSW,Home Care,not_for_profit,2024,822814.72
Neighbourhood Central Home Care Services,10302.0,Lachlan Valley,NSW,Home Care,not_for_profit,2025,1040524.57
Nellie Melba Retirement Village,21205.0,Monash,VIC,Residential,profit,2019,863322.51
Nellie Melba Retirement Village,21205.0,Monash,VIC,Residential,profit,2020,4829485.24
Nellie Melba Retirement Village,21205.0,Monash,VIC,Residential,profit,2021,7024539.71
Nellie Melba Retirement Village,21205.0,Monash,VIC,Residential,profit,2022,10576792.28
Nellie Melba Retirement Village,21205.0,Monash,VIC,Residential,profit,2023,12804736.89
Nellie Melba Retirement Village,21205.0,Monash,VIC,Residential,profit,2024,17030403.88
Nellie Melba Retirement Village,21205.0,Monash,VIC,Residential,profit,2025,18942152.47
Nepean Aged Community Based Transitional Aged Care Program,12403.0,Penrith,NSW,Transition Care,government,2019,3257877.24
Nepean Aged Community Based Transitional Aged Care Program,12403.0,Penrith,NSW,Transition Care,government,2020,3344369.04
Nepean Aged Community Based Transitional Aged Care Program,12403.0,Penrith,NSW,Transition Care,government,2021,2954884.18
Nepean Aged Community Based Transitional Aged Care Program,12403.0,Penrith,NSW,Transition Care,government,2022,3711036.12
Nepean Aged Community Based Transitional Aged Care Program,12403.0,Penrith,NSW,Transition Care,government,2023,3595750.76
Nepean Aged Community Based Transitional Aged Care Program,12403.0,Penrith,NSW,Transition Care,government,2024,4205180.8
Nepean Aged Community Based Transitional Aged Care Program,12403.0,Penrith,NSW,Transition Care,government,2025,4435059.64
Nerang Nursing Centre,30906.0,Nerang,QLD,Residential,profit,2019,2664311.11
Nerang Nursing Centre,30906.0,Nerang,QLD,Residential,profit,2020,2048498.15
Nerang Nursing Centre,30906.0,Nerang,QLD,Residential,profit,2021,1469358.75
Network Nursing Agency- Home and Community Care,12101.0,Chatswood - Lane Cove,NSW,Home Care,profit,2021,0.0
Network Nursing Agency- Home and Community Care,12101.0,Chatswood - Lane Cove,NSW,Home Care,profit,2022,0.0
Network Nursing Agency- Home and Community Care,12101.0,Chatswood - Lane Cove,NSW,Home Care,profit,2023,0.0
Network Nursing Agency- Home and Community Care,12101.0,Chatswood - Lane Cove,NSW,Home Care,profit,2024,0.0
New Age Community Services Pty Ltd,12502.0,Carlingford,NSW,Home Care,profit,2019,513848.62
New Age Community Services Pty Ltd,12502.0,Carlingford,NSW,Home Care,profit,2020,1165949.2
New Age Community Services Pty Ltd,12502.0,Carlingford,NSW,Home Care,profit,2021,1905189.45
New Age Community Services Pty Ltd,12502.0,Carlingford,NSW,Home Care,profit,2022,2487385.93
New Age Community Services Pty Ltd,12502.0,Carlingford,NSW,Home Care,profit,2023,2652670.56
New Age Community Services Pty Ltd,12502.0,Carlingford,NSW,Home Care,profit,2024,3444743.12
New Age Community Services Pty Ltd,12502.0,Carlingford,NSW,Home Care,profit,2025,3808482.17
New Aged Care Pty Ltd,20202.0,Heathcote - Castlemaine - Kyneton,VIC,Home Care,profit,2019,442733.569999999
New Aged Care Pty Ltd,20202.0,Heathcote - Castlemaine - Kyneton,VIC,Home Care,profit,2020,1098101.01
New Aged Care Pty Ltd,20202.0,Heathcote - Castlemaine - Kyneton,VIC,Home Care,profit,2021,1880283.76
New Aged Care Pty Ltd,20202.0,Heathcote - Castlemaine - Kyneton,VIC,Home Care,profit,2022,2160711.06
New Aged Care Pty Ltd,20202.0,Heathcote - Castlemaine - Kyneton,VIC,Home Care,profit,2023,3035110.71
New Aged Care Pty Ltd,20202.0,Heathcote - Castlemaine - Kyneton,VIC,Home Care,profit,2024,4035846.3
New Aged Care Pty Ltd,20202.0,Heathcote - Castlemaine - Kyneton,VIC,Home Care,profit,2025,3942148.13
New Auckland Place,30805.0,Gladstone,QLD,Residential,profit,2019,7786840.2
New Auckland Place,30805.0,Gladstone,QLD,Residential,profit,2020,8367750.2
New Auckland Place,30805.0,Gladstone,QLD,Residential,profit,2021,8570977.36
New Auckland Place,30805.0,Gladstone,QLD,Residential,profit,2022,8390174.58
New Auckland Place,30805.0,Gladstone,QLD,Residential,profit,2023,9788132.31
New Auckland Place,30805.0,Gladstone,QLD,Residential,profit,2024,12354689.42
New Auckland Place,30805.0,Gladstone,QLD,Residential,profit,2025,13742282.73
New England Care,11002.0,Inverell - Tenterfield,NSW,Home Care,profit,2020,140321.49000000002
New England Care,11002.0,Inverell - Tenterfield,NSW,Home Care,profit,2021,439214.55
New England Care,11002.0,Inverell - Tenterfield,NSW,Home Care,profit,2022,689747.73
New England Care,11002.0,Inverell - Tenterfield,NSW,Home Care,profit,2023,1168371.38
New England Care,11002.0,Inverell - Tenterfield,NSW,Home Care,profit,2024,1854775.87
New England Care,11002.0,Inverell - Tenterfield,NSW,Home Care,profit,2025,2738371.5
New England Community Care Services,11002.0,Inverell - Tenterfield,NSW,Home Care,not_for_profit,2019,1249056.55999999
New England Community Care Services,11002.0,Inverell - Tenterfield,NSW,Home Care,not_for_profit,2020,1377766.7199999995
New England Community Care Services,11002.0,Inverell - Tenterfield,NSW,Home Care,not_for_profit,2021,2027129.22
New England Community Care Services,11002.0,Inverell - Tenterfield,NSW,Home Care,not_for_profit,2022,3610062.76
New England Community Care Services,11002.0,Inverell - Tenterfield,NSW,Home Care,not_for_profit,2023,5530565.87
New England Community Care Services,11002.0,Inverell - Tenterfield,NSW,Home Care,not_for_profit,2024,7414103.3
New England Community Care Services,11002.0,Inverell - Tenterfield,NSW,Home Care,not_for_profit,2025,7985227.94
New Horizons,12602.0,Ryde - Hunters Hill,NSW,Home Care,not_for_profit,2019,100062.52
New Horizons,12602.0,Ryde - Hunters Hill,NSW,Home Care,not_for_profit,2020,514812.2500000001
New Horizons,12602.0,Ryde - Hunters Hill,NSW,Home Care,not_for_profit,2021,729807.46
New Horizons,12602.0,Ryde - Hunters Hill,NSW,Home Care,not_for_profit,2022,833479.88
New Horizons,12602.0,Ryde - Hunters Hill,NSW,Home Care,not_for_profit,2023,737796.59
New Horizons,12602.0,Ryde - Hunters Hill,NSW,Home Care,not_for_profit,2024,1014394.02
New Horizons,12602.0,Ryde - Hunters Hill,NSW,Home Care,not_for_profit,2025,965657.46
New Horizons Aged Care Facility,12602.0,Ryde - Hunters Hill,NSW,Residential,not_for_profit,2019,4778581.13
New Horizons Aged Care Facility,12602.0,Ryde - Hunters Hill,NSW,Residential,not_for_profit,2020,4365057.22
New Horizons Aged Care Facility,12602.0,Ryde - Hunters Hill,NSW,Residential,not_for_profit,2021,4325640.01
New Horizons Aged Care Facility,12602.0,Ryde - Hunters Hill,NSW,Residential,not_for_profit,2022,3914845.53
New Service - 2012 - Life Without Barriers (Victoria),21204.0,Dandenong,VIC,Home Care,not_for_profit,2019,173524.83
New Service - 2012 - Life Without Barriers (Victoria),21204.0,Dandenong,VIC,Home Care,not_for_profit,2020,374894.82999999996
New Service - 2012 - Life Without Barriers (Victoria),21204.0,Dandenong,VIC,Home Care,not_for_profit,2021,828258.75
New Service - 2012 - Life Without Barriers (Victoria),21204.0,Dandenong,VIC,Home Care,not_for_profit,2022,1206373.29
New Service - 2012 - Life Without Barriers (Victoria),21204.0,Dandenong,VIC,Home Care,not_for_profit,2023,1667218.86
New Service - 2012 - Life Without Barriers (Victoria),21204.0,Dandenong,VIC,Home Care,not_for_profit,2024,2705581.8
New Service - 2012 - Life Without Barriers (Victoria),21204.0,Dandenong,VIC,Home Care,not_for_profit,2025,3745583.07
NewDirection Care at Bellmere,31302.0,Caboolture,QLD,Residential,profit,2019,4519863.16
NewDirection Care at Bellmere,31302.0,Caboolture,QLD,Residential,profit,2020,6380085.78
NewDirection Care at Bellmere,31302.0,Caboolture,QLD,Residential,profit,2021,7403454.9
NewDirection Care at Bellmere,31302.0,Caboolture,QLD,Residential,profit,2022,7967457.03
NewDirection Care at Bellmere,31302.0,Caboolture,QLD,Residential,profit,2023,9279650.99
NewDirection Care at Bellmere,31302.0,Caboolture,QLD,Residential,profit,2024,11959117.0
NewDirection Care at Bellmere,31302.0,Caboolture,QLD,Residential,profit,2025,13518926.09
Newcastle Aged Care CACPs,11103.0,Newcastle,NSW,Home Care,not_for_profit,2019,3235838.15000003
Newcastle Aged Care CACPs,11103.0,Newcastle,NSW,Home Care,not_for_profit,2020,7915727.9399999995
Newcastle Aged Care CACPs,11103.0,Newcastle,NSW,Home Care,not_for_profit,2021,10333390.52
Newcastle Aged Care CACPs,11103.0,Newcastle,NSW,Home Care,not_for_profit,2022,11972991.95
Newcastle Aged Care CACPs,11103.0,Newcastle,NSW,Home Care,not_for_profit,2023,11214034.66
Newcastle Aged Care CACPs,11103.0,Newcastle,NSW,Home Care,not_for_profit,2024,10000326.33
Newcastle Aged Care CACPs,11103.0,Newcastle,NSW,Home Care,not_for_profit,2025,8215254.15
Newcastle CACPs,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2019,203673.42
Newcastle CACPs,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2020,675524.0899999999
Newcastle CACPs,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2021,747244.82
Newcastle CACPs,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2022,74126.02
Newcastle CACPs,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2023,0.0
Newcastle CACPs - Housing/Homeless,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2019,295395.42
Newcastle CACPs - Housing/Homeless,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2020,491943.60000000003
Newcastle CACPs - Housing/Homeless,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2021,1337623.17
Newcastle CACPs - Housing/Homeless,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2022,4825699.43
Newcastle CACPs - Housing/Homeless,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2023,5244878.97
Newcastle CACPs - Housing/Homeless,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2024,5826969.67
Newcastle CACPs - Housing/Homeless,11101.0,Lake Macquarie - East,NSW,Home Care,not_for_profit,2025,5551335.94
Newmans on the Park,20702.0,Manningham - West,VIC,Residential,profit,2019,7019561.8
Newmans on the Park,20702.0,Manningham - West,VIC,Residential,profit,2020,7018510.44
Newmans on the Park,20702.0,Manningham - West,VIC,Residential,profit,2021,7487056.48
Newmans on the Park,20702.0,Manningham - West,VIC,Residential,profit,2022,7815169.52
Newmans on the Park,20702.0,Manningham - West,VIC,Residential,profit,2023,7625162.37
Newmarch House,12403.0,Penrith,NSW,Residential,not_for_profit,2019,6838699.18
Newmarch House,12403.0,Penrith,NSW,Residential,not_for_profit,2020,6390251.1
Newmarch House,12403.0,Penrith,NSW,Residential,not_for_profit,2021,4955377.56
Newmarch House,12403.0,Penrith,NSW,Residential,not_for_profit,2022,6628571.26
Newmarch House,12403.0,Penrith,NSW,Residential,not_for_profit,2023,8014901.8100000005
Newstead Grand Care Community,30503.0,Brisbane Inner - North,QLD,Residential,profit,2022,5460889.34
Newstead Grand Care Community,30503.0,Brisbane Inner - North,QLD,Residential,profit,2023,6464384.48
Newstead Grand Care Community,30503.0,Brisbane Inner - North,QLD,Residential,profit,2024,8983042.75
Newstead Grand Care Community,30503.0,Brisbane Inner - North,QLD,Residential,profit,2025,10123733.98
Nextt Eastern CACP Program,20604.0,Melbourne City,VIC,Home Care,profit,2019,76113.8
Nextt Eastern CACP Program,20604.0,Melbourne City,VIC,Home Care,profit,2021,-1033.07
Nextt Home Care Services,20604.0,Melbourne City,VIC,Home Care,profit,2019,427433.87
Nextt Home Care Services,20604.0,Melbourne City,VIC,Home Care,profit,2021,0.0
Nextt Home Care Services,20604.0,Melbourne City,VIC,Home Care,profit,2022,0.0
Nextt Home Care Services,20604.0,Melbourne City,VIC,Home Care,profit,2023,0.0
Nextt Home Care Services,20604.0,Melbourne City,VIC,Home Care,profit,2024,0.0
Nextt Home Care Services,20604.0,Melbourne City,VIC,Home Care,profit,2025,0.0
Nextt Home Care Services - Hume,20604.0,Melbourne City,VIC,Home Care,profit,2019,20355.92
Nextt Home Care Services - Hume,20604.0,Melbourne City,VIC,Home Care,profit,2021,0.0
Nextt Northern CACP Program,20604.0,Melbourne City,VIC,Home Care,profit,2019,246431.12
Nextt Northern CACP Program,20604.0,Melbourne City,VIC,Home Care,profit,2021,30.99
Nextt South East Sydney CDC Program,20604.0,Melbourne City,VIC,Home Care,profit,2019,262336.17
Nextt South East Sydney CDC Program,20604.0,Melbourne City,VIC,Home Care,profit,2021,0.0
Nextt South East Sydney CDC Program,20604.0,Melbourne City,VIC,Home Care,profit,2022,0.0
Nextt South East Sydney CDC Program,20604.0,Melbourne City,VIC,Home Care,profit,2023,0.0
Nextt South East Sydney CDC Program,20604.0,Melbourne City,VIC,Home Care,profit,2024,0.0
Nextt South East Sydney CDC Program,20604.0,Melbourne City,VIC,Home Care,profit,2025,0.0
Nextt Southern CACP Program,20604.0,Melbourne City,VIC,Home Care,profit,2019,73386.51
Nextt Southern CACP Program,20604.0,Melbourne City,VIC,Home Care,profit,2021,-8482.05
Nexttcare Pty Limited,20604.0,Melbourne City,VIC,Home Care,profit,2019,4193586.99000004
Nexttcare Pty Limited,20604.0,Melbourne City,VIC,Home Care,profit,2020,7370470.320000001
Nexttcare Pty Limited,20604.0,Melbourne City,VIC,Home Care,profit,2021,6522437.77
Nexttcare Pty Limited,20604.0,Melbourne City,VIC,Home Care,profit,2022,4377170.22
Nexttcare Pty Limited,20604.0,Melbourne City,VIC,Home Care,profit,2023,2553917.35
Nexttcare Pty Limited,20604.0,Melbourne City,VIC,Home Care,profit,2024,2593001.61
Nexttcare Pty Limited,20604.0,Melbourne City,VIC,Home Care,profit,2025,4760128.7
Ngaanyatjarra Health Service,70201.0,Alice Springs,NT,Home Care,not_for_profit,2019,61481.5
Ngaanyatjarra Health Service,70201.0,Alice Springs,NT,Home Care,not_for_profit,2020,240657.51
Ngaanyatjarra Health Service,70201.0,Alice Springs,NT,Home Care,not_for_profit,2021,30942.21
Ngaanyatjarra Health Service,70201.0,Alice Springs,NT,Home Care,not_for_profit,2022,107564.16
Nganampa Ngura Mutitjulu-nya,70201.0,Alice Springs,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2025,8294920.02
Nganampa Ngura Mutitjulu-nya (Mutitjulu Flexible Aged Care Service),70201.0,Alice Springs,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2023,4078758.6500000004
Nganampa Ngura Mutitjulu-nya (Mutitjulu Flexible Aged Care Service),70201.0,Alice Springs,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2024,6718480.47
Nganampa Ngura Mutitjulu-nya (Mutitjulu Flexilbe Aged Care Service),70201.0,Alice Springs,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2019,2609248.39
Nganampa Ngura Mutitjulu-nya (Mutitjulu Flexilbe Aged Care Service),70201.0,Alice Springs,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2020,3103995.18
Nganampa Ngura Mutitjulu-nya (Mutitjulu Flexilbe Aged Care Service),70201.0,Alice Springs,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2021,3352034.54
Nganampa Ngura Mutitjulu-nya (Mutitjulu Flexilbe Aged Care Service),70201.0,Alice Springs,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2022,3008036.04
Ngangana Aboriginal CACPs Central West,10302.0,Lachlan Valley,NSW,Home Care,profit,2019,27593.2
Ngangana Aboriginal CACPs Central West,10302.0,Lachlan Valley,NSW,Home Care,profit,2020,406068.93000000005
Ngangana Aboriginal CACPs Central West,10302.0,Lachlan Valley,NSW,Home Care,profit,2021,3607501.55
Ngangana Aboriginal CACPs Central West,10302.0,Lachlan Valley,NSW,Home Care,profit,2022,8470100.5
Ngangana Aboriginal CACPs Central West,10302.0,Lachlan Valley,NSW,Home Care,profit,2023,13778773.05
Ngangana Aboriginal CACPs Central West,10302.0,Lachlan Valley,NSW,Home Care,profit,2024,19512901.27
Ngangana Aboriginal CACPs Lachlan,10302.0,Lachlan Valley,NSW,Home Care,profit,2019,61745.2900000001
Ngangana Aboriginal CACPs Lachlan,10302.0,Lachlan Valley,NSW,Home Care,profit,2020,102913.66999999995
Ngangana Aboriginal CACPs Lachlan,10302.0,Lachlan Valley,NSW,Home Care,profit,2021,88869.01
Ngangana Aboriginal CACPs Lachlan,10302.0,Lachlan Valley,NSW,Home Care,profit,2022,105992.75
Ngangana Aboriginal CACPs Lachlan,10302.0,Lachlan Valley,NSW,Home Care,profit,2023,57473.0
Ngangana Aboriginal CACPs Lachlan,10302.0,Lachlan Valley,NSW,Home Care,profit,2024,60210.66
Ngangana Aboriginal Home Care Service,10503.0,Dubbo,NSW,Home Care,profit,2019,326358.58
Ngangana Aboriginal Home Care Service,10503.0,Dubbo,NSW,Home Care,profit,2020,109497.29999999997
Ngangana Aboriginal Home Care Service,10503.0,Dubbo,NSW,Home Care,profit,2021,0.0
Ngooderi House,31502.0,Outback - North,QLD,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2019,774045.25
Ngooderi House,31502.0,Outback - North,QLD,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2020,892042.68
Ngooderi House,31502.0,Outback - North,QLD,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2021,441797.58
Ngooderi House,31502.0,Outback - North,QLD,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2022,0.0
Ngooderi House,31502.0,Outback - North,QLD,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2023,1793310.95
Ngooderi House,31502.0,Outback - North,QLD,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2024,3463863.39
Ngooderi House,31502.0,Outback - North,QLD,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2025,2997127.81
Ngooderi House HCP (new service),31802.0,Townsville,QLD,Home Care,not_for_profit,2019,181915.38
Ngooderi House HCP (new service),31802.0,Townsville,QLD,Home Care,not_for_profit,2020,195052.89999999985
Ngooderi House HCP (new service),31802.0,Townsville,QLD,Home Care,not_for_profit,2021,205281.29
Ngooderi House HCP (new service),31802.0,Townsville,QLD,Home Care,not_for_profit,2022,62546.95
Ngooderi House HCP (new service),31802.0,Townsville,QLD,Home Care,not_for_profit,2023,81226.94
Ngunnawal Community Aged Packages,80106.0,South Canberra,ACT,Home Care,not_for_profit,2019,1382057.13
Ngunnawal Community Aged Packages,80106.0,South Canberra,ACT,Home Care,not_for_profit,2020,2138825.1500000004
Ngunnawal Community Aged Packages,80106.0,South Canberra,ACT,Home Care,not_for_profit,2021,2497024.5
Ngunnawal Community Aged Packages,80106.0,South Canberra,ACT,Home Care,not_for_profit,2022,1629513.34
"Nhulunbuy Flexible Aged Care ServiceÃƒ,Ã‚Â ",70204.0,East Arnhem,NT,National Aboriginal and Torres Strait Islander Aged Care Program,not_for_profit,2025,6437873.49
Nhulundu Wooribah Aged Care Program (CCP),30805.0,Gladstone,QLD,Home Care,not_for_profit,2019,966057.399999994
Nhulundu Wooribah Aged Care Program (CCP),30805.0,Gladstone,QLD,Home Care,not_for_profit,2020,1299268.85
Nhulundu Wooribah Aged Care Program (CCP),30805.0,Gladstone,QLD,Home Care,not_for_profit,2021,1375783.8
Nhulundu Wooribah Aged Care Program (CCP),30805.0,Gladstone,QLD,Home Care,not_for_profit,2022,1783509.04
Nhulundu Wooribah Aged Care Program (CCP),30805.0,Gladstone,QLD,Home Care,not_for_profit,2023,2294567.89
Nhulundu Wooribah Aged Care Program (CCP),30805.0,Gladstone,QLD,Home Care,not_for_profit,2024,2891678.21
Nhulundu Wooribah Aged Care Program (CCP),30805.0,Gladstone,QLD,Home Care,not_for_profit,2025,3567842.18
Nillumbik Community Health Service trading as healthAbility,20903.0,Nillumbik - Kinglake,VIC,Home Care,government,2021,2052459.51
Nillumbik Community Health Service trading as healthAbility,20903.0,Nillumbik - Kinglake,VIC,Home Care,government,2022,1722712.95
Nillumbik Community Health Service trading as healthAbility,20903.0,Nillumbik - Kinglake,VIC,Home Care,government,2023,3276895.07
Nillumbik Community Health Service trading as healthAbility,20903.0,Nillumbik - Kinglake,VIC,Home Care,government,2024,6458708.37
Nillumbik Community Health Service trading as healthAbility,20903.0,Nillumbik - Kinglake,VIC,Home Care,not_for_profit,2025,8750746.49
Nimbin Multi-Purpose Service,11202.0,Richmond Valley - Hinterland,NSW,Multi-Purpose Service,government,2019,785122.0
Nimbin Multi-Purpose Service,11202.0,Richmond Valley - Hinterland,NSW,Multi-Purpose Service,government,2020,856354.1699999999
Nimbin Multi-Purpose Service,11202.0,Richmond Valley - Hinterland,NSW,Multi-Purpose Service,government,2021,900897.1800000002
Nimbin Multi-Purpose Service,11202.0,Richmond Valley - Hinterland,NSW,Multi-Purpose Service,government,2022,879413.6600000001
Nimbin Multi-Purpose Service,11202.0,Richmond Valley - Hinterland,NSW,Multi-Purpose Service,government,2023,898936.5999999997
Nimbin Multi-Purpose Service,11202.0,Richmond Valley - Hinterland,NSW,Multi-Purpose Service,government,2024,956350.2500000001
Nimbin Multi-Purpose Service,11202.0,Richmond Valley - Hinterland,NSW,Multi-Purpose Service,government,2025,1042550.1900000001
Ningana,30702.0,Darling Downs - East,QLD,Residential,not_for_profit,2019,2584150.7
Ningana,30702.0,Darling Downs - East,QLD,Residential,not_for_profit,2020,2376048.15
Ningana,30702.0,Darling Downs - East,QLD,Residential,not_for_profit,2021,2562187.07
Ningana,30702.0,Darling Downs - East,QLD,Residential,not_for_profit,2022,2647108.13
Ningana,30702.0,Darling Downs - East,QLD,Residential,not_for_profit,2023,2783697.1100000003
Ningana,30702.0,Darling Downs - East,QLD,Residential,not_for_profit,2024,4027182.51
Ningana,30702.0,Darling Downs - East,QLD,Residential,not_for_profit,2025,5010076.45
Nirvana Hostel,30703.0,Granite Belt,QLD,Residential,not_for_profit,2019,683125.74
Nirvana Hostel,30703.0,Granite Belt,QLD,Residential,not_for_profit,2020,770900.24
Nirvana Hostel,30703.0,Granite Belt,QLD,Residential,not_for_profit,2021,855089.12
Nirvana Hostel,30703.0,Granite Belt,QLD,Residential,not_for_profit,2022,804659.01
Nirvana Hostel,30703.0,Granite Belt,QLD,Residential,not_for_profit,2023,1055418.6099999999
Nirvana Hostel,30703.0,Granite Belt,QLD,Residential,not_for_profit,2024,1403624.23
Nirvana Hostel,30703.0,Granite Belt,QLD,Residential,not_for_profit,2025,1610986.07
Noble Gardens Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2019,11240414.69
Noble Gardens Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2020,11432914.38
Noble Gardens Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2021,11370859.83
Noble Gardens Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2022,11681639.93
Noble Gardens Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2023,12812491.32
Noble Gardens Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2024,15573348.55
Noble Gardens Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2025,17000824.91
Noble Manor Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2019,12698615.87
Noble Manor Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2020,13280208.02
Noble Manor Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2021,13562227.86
Noble Manor Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2022,13562955.5
Noble Manor Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2023,13857019.100000001
Noble Manor Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2024,17327698.18
Noble Manor Residential Aged Care,21204.0,Dandenong,VIC,Residential,profit,2025,19589353.8
Noel Nursing and Community Services Pty Ltd,31901.0,Bundaberg,QLD,Home Care,profit,2023,4961.96
Noel Nursing and Community Services Pty Ltd,31901.0,Bundaberg,QLD,Home Care,profit,2024,438823.58
Noel Nursing and Community Services Pty Ltd,31901.0,Bundaberg,QLD,Home Care,profit,2025,791323.64
Norah Head Care Community,10202.0,Wyong,NSW,Residential,profit,2021,5082686.06
Norah Head Care Community,10202.0,Wyong,NSW,Residential,profit,2022,3653053.76
Norah Head Care Community,10202.0,Wyong,NSW,Residential,profit,2023,3644649.0
Norah Head Care Community,10202.0,Wyong,NSW,Residential,profit,2024,4939795.89
Norah Head Care Community,10202.0,Wyong,NSW,Residential,profit,2025,5832061.49
Norfolk Island Multi-Purpose Service,90104.0,Norfolk Island,NSW,Multi-Purpose Service,government,2019,1034613.9299999999
Norfolk Island Multi-Purpose Service,90104.0,Norfolk Island,NSW,Multi-Purpose Service,government,2020,1406629.2199999997
Norfolk Island Multi-Purpose Service,90104.0,Norfolk Island,NSW,Multi-Purpose Service,government,2021,1740386.27
Norfolk Island Multi-Purpose Service,90104.0,Norfolk Island,NSW,Multi-Purpose Service,government,2022,1706357.6600000001
Norfolk Island Multi-Purpose Service,90104.0,Norfolk Island,NSW,Multi-Purpose Service,government,2023,1739900.2499999998
Norfolk Island Multi-Purpose Service,90104.0,Norfolk Island,NSW,Multi-Purpose Service,government,2024,1980529.7800000003
Norfolk Island Multi-Purpose Service,90104.0,Norfolk Island,NSW,Multi-Purpose Service,government,2025,2109746.0
Norseman MPS,51103.0,Goldfields,WA,Multi-Purpose Service,government,2019,412232.58999999997
Norseman MPS,51103.0,Goldfields,WA,Multi-Purpose Service,government,2020,480694.81
Norseman MPS,51103.0,Goldfields,WA,Multi-Purpose Service,government,2021,529474.81
Norseman MPS,51103.0,Goldfields,WA,Multi-Purpose Service,government,2022,655890.06
Norseman MPS,51103.0,Goldfields,WA,Multi-Purpose Service,government,2023,669880.85
Norseman MPS,51103.0,Goldfields,WA,Multi-Purpose Service,government,2024,713396.8700000001
Norseman Multi-Purpose Service,51103.0,Goldfields,WA,Multi-Purpose Service,government,2025,807545.4800000001
North Coast Community Care,20604.0,Melbourne City,VIC,Home Care,profit,2019,378526.41
North Coast Community Care,20604.0,Melbourne City,VIC,Home Care,profit,2021,0.0
North Coast Community Care Pty Ltd,11703.0,Sydney Inner City,NSW,Home Care,profit,2021,0.0
North Coast Community Care Pty Ltd,11703.0,Sydney Inner City,NSW,Home Care,profit,2022,0.0
North Coast Community Care Pty Ltd,11703.0,Sydney Inner City,NSW,Home Care,profit,2023,0.0
North Country Sunshine Coast Region,31902.0,Burnett,QLD,Home Care,not_for_profit,2020,1855741.8999999997
North Country Sunshine Coast Region,31902.0,Burnett,QLD,Home Care,not_for_profit,2021,2907738.55
North Country Sunshine Coast Region,31902.0,Burnett,QLD,Home Care,not_for_profit,2022,3220480.11
North Country Sunshine Coast Region,31902.0,Burnett,QLD,Home Care,not_for_profit,2023,3775304.87
North Country Sunshine Coast Region,31902.0,Burnett,QLD,Home Care,not_for_profit,2024,4066783.81
North Country Sunshine Coast Region,31902.0,Burnett,QLD,Home Care,not_for_profit,2025,3466868.74
North Eastern Community Home Care,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2021,0.0
North Eastern Community Home Care,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2022,0.0
