YEAR,ACPR_CODE_2018,ACPR_NAME_2018,CARE_TYPE,INDIGENOUS_STATUS,count
2024,312,South Coast,Transition care,Unknown,123
2024,313,South West,Home care,Indigenous,22
2024,313,South West,Home care,Non-Indigenous,130
2024,313,South West,Home care,Unknown,8
2024,313,South West,Permanent residential care,Indigenous,3
2024,313,South West,Permanent residential care,Non-Indigenous,45
2024,313,South West,Permanent residential care,Unknown,9
2024,313,South West,Respite residential care,Indigenous,3
2024,313,South West,Respite residential care,Non-Indigenous,49
2024,313,South West,Respite residential care,Unknown,7
2024,314,Sunshine Coast,Home care,Indigenous,37
2024,314,Sunshine Coast,Home care,Non-Indigenous,2057
2024,314,Sunshine Coast,Home care,Unknown,480
2024,314,Sunshine Coast,Permanent residential care,Indigenous,11
2024,314,Sunshine Coast,Permanent residential care,Non-Indigenous,1693
2024,314,Sunshine Coast,Permanent residential care,Unknown,227
2024,314,Sunshine Coast,Respite residential care,Indigenous,19
2024,314,Sunshine Coast,Respite residential care,Non-Indigenous,2641
2024,314,Sunshine Coast,Respite residential care,Unknown,323
2024,314,Sunshine Coast,Short-term restorative care,Indigenous,12
2024,314,Sunshine Coast,Short-term restorative care,Non-Indigenous,466
2024,314,Sunshine Coast,Short-term restorative care,Unknown,188
2024,314,Sunshine Coast,Transition care,Non-Indigenous,162
2024,314,Sunshine Coast,Transition care,Unknown,49
2024,315,West Moreton,Home care,Indigenous,11
2024,315,West Moreton,Home care,Non-Indigenous,281
2024,315,West Moreton,Home care,Unknown,39
2024,315,West Moreton,Permanent residential care,Indigenous,10
2024,315,West Moreton,Permanent residential care,Non-Indigenous,406
2024,315,West Moreton,Permanent residential care,Unknown,118
2024,315,West Moreton,Respite residential care,Indigenous,3
2024,315,West Moreton,Respite residential care,Non-Indigenous,283
2024,315,West Moreton,Respite residential care,Unknown,49
2024,315,West Moreton,Transition care,Indigenous,2
2024,315,West Moreton,Transition care,Non-Indigenous,114
2024,315,West Moreton,Transition care,Unknown,67
2024,316,Wide Bay,Home care,Indigenous,23
2024,316,Wide Bay,Home care,Non-Indigenous,709
2024,316,Wide Bay,Home care,Unknown,127
2024,316,Wide Bay,Permanent residential care,Indigenous,26
2024,316,Wide Bay,Permanent residential care,Non-Indigenous,859
2024,316,Wide Bay,Permanent residential care,Unknown,160
2024,316,Wide Bay,Respite residential care,Indigenous,22
2024,316,Wide Bay,Respite residential care,Non-Indigenous,700
2024,316,Wide Bay,Respite residential care,Unknown,99
2024,316,Wide Bay,Transition care,Indigenous,8
2024,316,Wide Bay,Transition care,Non-Indigenous,138
2024,316,Wide Bay,Transition care,Unknown,67
2024,401,Eyre Peninsula,Home care,Indigenous,8
2024,401,Eyre Peninsula,Home care,Non-Indigenous,720
2024,401,Eyre Peninsula,Home care,Unknown,88
2024,401,Eyre Peninsula,Permanent residential care,Non-Indigenous,77
2024,401,Eyre Peninsula,Permanent residential care,Unknown,7
2024,401,Eyre Peninsula,Respite residential care,Indigenous,1
2024,401,Eyre Peninsula,Respite residential care,Non-Indigenous,113
2024,401,Eyre Peninsula,Respite residential care,Unknown,14
2024,402,"Hills, Mallee & Southern",Home care,Indigenous,4
2024,402,"Hills, Mallee & Southern",Home care,Non-Indigenous,390
2024,402,"Hills, Mallee & Southern",Home care,Unknown,61
2024,402,"Hills, Mallee & Southern",Permanent residential care,Indigenous,5
2024,402,"Hills, Mallee & Southern",Permanent residential care,Non-Indigenous,525
2024,402,"Hills, Mallee & Southern",Permanent residential care,Unknown,58
2024,402,"Hills, Mallee & Southern",Respite residential care,Indigenous,7
2024,402,"Hills, Mallee & Southern",Respite residential care,Non-Indigenous,869
2024,402,"Hills, Mallee & Southern",Respite residential care,Unknown,131
2024,402,"Hills, Mallee & Southern",Short-term restorative care,Indigenous,1
2024,402,"Hills, Mallee & Southern",Short-term restorative care,Non-Indigenous,39
2024,402,"Hills, Mallee & Southern",Short-term restorative care,Unknown,23
2024,402,"Hills, Mallee & Southern",Transition care,Non-Indigenous,224
2024,402,"Hills, Mallee & Southern",Transition care,Unknown,43
2024,403,Metropolitan East,Home care,Indigenous,56
2024,403,Metropolitan East,Home care,Non-Indigenous,2399
2024,403,Metropolitan East,Home care,Unknown,339
2024,403,Metropolitan East,Permanent residential care,Indigenous,1
2024,403,Metropolitan East,Permanent residential care,Non-Indigenous,844
2024,403,Metropolitan East,Permanent residential care,Unknown,96
2024,403,Metropolitan East,Respite residential care,Non-Indigenous,1367
2024,403,Metropolitan East,Respite residential care,Unknown,174
2024,403,Metropolitan East,Short-term restorative care,Indigenous,4
2024,403,Metropolitan East,Short-term restorative care,Non-Indigenous,157
2024,403,Metropolitan East,Short-term restorative care,Unknown,36
2024,404,Metropolitan North,Home care,Indigenous,13
2024,404,Metropolitan North,Home care,Non-Indigenous,742
2024,404,Metropolitan North,Home care,Unknown,95
2024,404,Metropolitan North,Permanent residential care,Indigenous,11
2024,404,Metropolitan North,Permanent residential care,Non-Indigenous,1054
2024,404,Metropolitan North,Permanent residential care,Unknown,180
2024,404,Metropolitan North,Respite residential care,Indigenous,17
2024,404,Metropolitan North,Respite residential care,Non-Indigenous,1745
2024,404,Metropolitan North,Respite residential care,Unknown,285
2024,404,Metropolitan North,Short-term restorative care,Indigenous,2
2024,404,Metropolitan North,Short-term restorative care,Non-Indigenous,36
2024,404,Metropolitan North,Short-term restorative care,Unknown,15
2024,404,Metropolitan North,Transition care,Indigenous,1
2024,404,Metropolitan North,Transition care,Non-Indigenous,200
2024,404,Metropolitan North,Transition care,Unknown,41
2024,405,Metropolitan South,Home care,Indigenous,13
2024,405,Metropolitan South,Home care,Non-Indigenous,1164
2024,405,Metropolitan South,Home care,Unknown,194
2024,405,Metropolitan South,Permanent residential care,Indigenous,6
2024,405,Metropolitan South,Permanent residential care,Non-Indigenous,1297
2024,405,Metropolitan South,Permanent residential care,Unknown,198
2024,405,Metropolitan South,Respite residential care,Indigenous,10
2024,405,Metropolitan South,Respite residential care,Non-Indigenous,2054
2024,405,Metropolitan South,Respite residential care,Unknown,311
2024,405,Metropolitan South,Short-term restorative care,Indigenous,1
2024,405,Metropolitan South,Short-term restorative care,Non-Indigenous,71
2024,405,Metropolitan South,Short-term restorative care,Unknown,33
2024,405,Metropolitan South,Transition care,Indigenous,1
2024,405,Metropolitan South,Transition care,Non-Indigenous,162
2024,405,Metropolitan South,Transition care,Unknown,60
2024,406,Metropolitan West,Home care,Indigenous,153
2024,406,Metropolitan West,Home care,Non-Indigenous,767
2024,406,Metropolitan West,Home care,Unknown,178
2024,406,Metropolitan West,Permanent residential care,Indigenous,7
2024,406,Metropolitan West,Permanent residential care,Non-Indigenous,768
2024,406,Metropolitan West,Permanent residential care,Unknown,126
2024,406,Metropolitan West,Respite residential care,Indigenous,10
2024,406,Metropolitan West,Respite residential care,Non-Indigenous,1345
2024,406,Metropolitan West,Respite residential care,Unknown,220
2024,406,Metropolitan West,Short-term restorative care,Non-Indigenous,47
2024,406,Metropolitan West,Short-term restorative care,Unknown,23
2024,406,Metropolitan West,Transition care,Indigenous,2
2024,406,Metropolitan West,Transition care,Non-Indigenous,302
2024,406,Metropolitan West,Transition care,Unknown,85
2024,407,Mid North,Home care,Indigenous,3
2024,407,Mid North,Home care,Non-Indigenous,110
2024,407,Mid North,Home care,Unknown,19
2024,407,Mid North,Permanent residential care,Non-Indigenous,132
2024,407,Mid North,Permanent residential care,Unknown,11
2024,407,Mid North,Respite residential care,Non-Indigenous,143
2024,407,Mid North,Respite residential care,Unknown,16
2024,408,Riverland,Home care,Indigenous,17
2024,408,Riverland,Home care,Non-Indigenous,196
2024,408,Riverland,Home care,Unknown,33
2024,408,Riverland,Permanent residential care,Non-Indigenous,121
2024,408,Riverland,Permanent residential care,Unknown,13
2024,408,Riverland,Respite residential care,Non-Indigenous,215
2024,408,Riverland,Respite residential care,Unknown,23
2024,409,South East,Home care,Indigenous,3
2024,409,South East,Home care,Non-Indigenous,175
2024,409,South East,Home care,Unknown,22
2024,409,South East,Permanent residential care,Indigenous,2
2024,409,South East,Permanent residential care,Non-Indigenous,188
2024,409,South East,Permanent residential care,Unknown,26
2024,409,South East,Respite residential care,Indigenous,4
2024,409,South East,Respite residential care,Non-Indigenous,368
2024,409,South East,Respite residential care,Unknown,40
2024,410,Flinders & Far North,Home care,Indigenous,1
2024,410,Flinders & Far North,Home care,Non-Indigenous,66
2024,410,Flinders & Far North,Home care,Unknown,10
2024,410,Flinders & Far North,Permanent residential care,Indigenous,4
2024,410,Flinders & Far North,Permanent residential care,Non-Indigenous,54
2024,410,Flinders & Far North,Permanent residential care,Unknown,7
2024,410,Flinders & Far North,Respite residential care,Indigenous,11
2024,410,Flinders & Far North,Respite residential care,Non-Indigenous,77
2024,410,Flinders & Far North,Respite residential care,Unknown,10
2024,411,"Yorke, Lower North & Barossa",Home care,Indigenous,8
2024,411,"Yorke, Lower North & Barossa",Home care,Non-Indigenous,272
2024,411,"Yorke, Lower North & Barossa",Home care,Unknown,36
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,Indigenous,2
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,Non-Indigenous,352
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,Unknown,78
2024,411,"Yorke, Lower North & Barossa",Respite residential care,Indigenous,4
2024,411,"Yorke, Lower North & Barossa",Respite residential care,Non-Indigenous,616
2024,411,"Yorke, Lower North & Barossa",Respite residential care,Unknown,88
2024,501,Goldfields,Home care,Indigenous,2
2024,501,Goldfields,Home care,Non-Indigenous,51
2024,501,Goldfields,Home care,Unknown,5
2024,501,Goldfields,Permanent residential care,Indigenous,15
2024,501,Goldfields,Permanent residential care,Non-Indigenous,80
2024,501,Goldfields,Permanent residential care,Unknown,23
2024,501,Goldfields,Respite residential care,Indigenous,10
2024,501,Goldfields,Respite residential care,Non-Indigenous,64
2024,501,Goldfields,Respite residential care,Unknown,5
2024,502,Great Southern,Home care,Indigenous,1
2024,502,Great Southern,Home care,Non-Indigenous,147
2024,502,Great Southern,Home care,Unknown,9
2024,502,Great Southern,Permanent residential care,Indigenous,3
2024,502,Great Southern,Permanent residential care,Non-Indigenous,165
2024,502,Great Southern,Permanent residential care,Unknown,18
2024,502,Great Southern,Respite residential care,Indigenous,2
2024,502,Great Southern,Respite residential care,Non-Indigenous,81
2024,502,Great Southern,Respite residential care,Unknown,3
2024,502,Great Southern,Short-term restorative care,Non-Indigenous,6
2024,502,Great Southern,Short-term restorative care,Unknown,3
2024,502,Great Southern,Transition care,Indigenous,1
2024,502,Great Southern,Transition care,Non-Indigenous,36
2024,502,Great Southern,Transition care,Unknown,6
2024,503,Kimberley,Home care,Indigenous,13
2024,503,Kimberley,Home care,Non-Indigenous,5
2024,503,Kimberley,Permanent residential care,Indigenous,31
2024,503,Kimberley,Permanent residential care,Non-Indigenous,12
2024,503,Kimberley,Permanent residential care,Unknown,3
2024,503,Kimberley,Respite residential care,Indigenous,30
2024,503,Kimberley,Respite residential care,Non-Indigenous,5
2024,503,Kimberley,Respite residential care,Unknown,4
2024,503,Kimberley,Transition care,Indigenous,20
2024,503,Kimberley,Transition care,Non-Indigenous,1
2024,503,Kimberley,Transition care,Unknown,1
2024,504,Metropolitan East,Home care,Indigenous,57
2024,504,Metropolitan East,Home care,Non-Indigenous,1612
2024,504,Metropolitan East,Home care,Unknown,169
2024,504,Metropolitan East,Permanent residential care,Indigenous,15
2024,504,Metropolitan East,Permanent residential care,Non-Indigenous,1034
2024,504,Metropolitan East,Permanent residential care,Unknown,165
2024,504,Metropolitan East,Respite residential care,Indigenous,8
2024,504,Metropolitan East,Respite residential care,Non-Indigenous,673
2024,504,Metropolitan East,Respite residential care,Unknown,58
2024,504,Metropolitan East,Short-term restorative care,Indigenous,18
2024,504,Metropolitan East,Short-term restorative care,Non-Indigenous,361
2024,504,Metropolitan East,Short-term restorative care,Unknown,93
2024,504,Metropolitan East,Transition care,Indigenous,5
2024,504,Metropolitan East,Transition care,Non-Indigenous,285
2024,504,Metropolitan East,Transition care,Unknown,61
2024,505,Metropolitan North,Home care,Indigenous,39
2024,505,Metropolitan North,Home care,Non-Indigenous,2298
2024,505,Metropolitan North,Home care,Unknown,182
2024,505,Metropolitan North,Permanent residential care,Indigenous,5
2024,505,Metropolitan North,Permanent residential care,Non-Indigenous,1589
2024,505,Metropolitan North,Permanent residential care,Unknown,301
2024,505,Metropolitan North,Respite residential care,Indigenous,5
2024,505,Metropolitan North,Respite residential care,Non-Indigenous,1104
2024,505,Metropolitan North,Respite residential care,Unknown,94
2024,505,Metropolitan North,Transition care,Indigenous,7
2024,505,Metropolitan North,Transition care,Non-Indigenous,535
2024,505,Metropolitan North,Transition care,Unknown,149
2024,506,Metropolitan South East,Home care,Indigenous,19
2024,506,Metropolitan South East,Home care,Non-Indigenous,1578
2024,506,Metropolitan South East,Home care,Unknown,154
2024,506,Metropolitan South East,Permanent residential care,Indigenous,26
2024,506,Metropolitan South East,Permanent residential care,Non-Indigenous,1126
2024,506,Metropolitan South East,Permanent residential care,Unknown,183
2024,506,Metropolitan South East,Respite residential care,Indigenous,12
2024,506,Metropolitan South East,Respite residential care,Non-Indigenous,787
2024,506,Metropolitan South East,Respite residential care,Unknown,86
2024,506,Metropolitan South East,Short-term restorative care,Indigenous,8
2024,506,Metropolitan South East,Short-term restorative care,Non-Indigenous,438
2024,506,Metropolitan South East,Short-term restorative care,Unknown,106
2024,506,Metropolitan South East,Transition care,Indigenous,5
2024,506,Metropolitan South East,Transition care,Non-Indigenous,156
2024,506,Metropolitan South East,Transition care,Unknown,44
2024,507,Metropolitan South West,Home care,Indigenous,15
2024,507,Metropolitan South West,Home care,Non-Indigenous,1208
2024,507,Metropolitan South West,Home care,Unknown,169
2024,507,Metropolitan South West,Permanent residential care,Indigenous,14
2024,507,Metropolitan South West,Permanent residential care,Non-Indigenous,1474
2024,507,Metropolitan South West,Permanent residential care,Unknown,213
2024,507,Metropolitan South West,Respite residential care,Indigenous,7
2024,507,Metropolitan South West,Respite residential care,Non-Indigenous,1074
2024,507,Metropolitan South West,Respite residential care,Unknown,129
2024,507,Metropolitan South West,Transition care,Indigenous,4
2024,507,Metropolitan South West,Transition care,Non-Indigenous,119
2024,507,Metropolitan South West,Transition care,Unknown,27
2024,508,Mid West,Home care,Indigenous,5
2024,508,Mid West,Home care,Non-Indigenous,70
2024,508,Mid West,Home care,Unknown,1
2024,508,Mid West,Permanent residential care,Indigenous,4
2024,508,Mid West,Permanent residential care,Non-Indigenous,99
2024,508,Mid West,Permanent residential care,Unknown,14
2024,508,Mid West,Respite residential care,Non-Indigenous,8
2024,508,Mid West,Short-term restorative care,Non-Indigenous,38
2024,508,Mid West,Short-term restorative care,Unknown,7
2024,508,Mid West,Transition care,Indigenous,18
2024,508,Mid West,Transition care,Non-Indigenous,47
2024,508,Mid West,Transition care,Unknown,8
2024,509,Pilbara,Home care,Indigenous,9
2024,509,Pilbara,Home care,Non-Indigenous,9
2024,509,Pilbara,Home care,Unknown,1
2024,509,Pilbara,Permanent residential care,Indigenous,18
2024,509,Pilbara,Permanent residential care,Non-Indigenous,5
2024,509,Pilbara,Permanent residential care,Unknown,3
2024,509,Pilbara,Respite residential care,Indigenous,15
2024,509,Pilbara,Respite residential care,Non-Indigenous,8
2024,509,Pilbara,Respite residential care,Unknown,5
2024,510,South West,Home care,Indigenous,13
2024,510,South West,Home care,Non-Indigenous,536
2024,510,South West,Home care,Unknown,54
2024,510,South West,Permanent residential care,Indigenous,5
2024,510,South West,Permanent residential care,Non-Indigenous,451
2024,510,South West,Permanent residential care,Unknown,75
2024,510,South West,Respite residential care,Non-Indigenous,196
2024,510,South West,Respite residential care,Unknown,24
2024,510,South West,Short-term restorative care,Non-Indigenous,18
2024,510,South West,Short-term restorative care,Unknown,3
2024,510,South West,Transition care,Indigenous,15
2024,510,South West,Transition care,Non-Indigenous,4
2024,510,South West,Transition care,Unknown,1
2024,511,Wheatbelt,Home care,Indigenous,16
2024,511,Wheatbelt,Home care,Non-Indigenous,200
2024,511,Wheatbelt,Home care,Unknown,29
2024,511,Wheatbelt,Permanent residential care,Indigenous,5
2024,511,Wheatbelt,Permanent residential care,Non-Indigenous,111
2024,511,Wheatbelt,Permanent residential care,Unknown,7
2024,511,Wheatbelt,Respite residential care,Indigenous,7
2024,511,Wheatbelt,Respite residential care,Non-Indigenous,98
2024,511,Wheatbelt,Respite residential care,Unknown,8
2024,601,North Western,Home care,Indigenous,15
2024,601,North Western,Home care,Non-Indigenous,466
2024,601,North Western,Home care,Unknown,44
2024,601,North Western,Permanent residential care,Indigenous,5
2024,601,North Western,Permanent residential care,Non-Indigenous,391
2024,601,North Western,Permanent residential care,Unknown,65
2024,601,North Western,Respite residential care,Indigenous,21
2024,601,North Western,Respite residential care,Non-Indigenous,488
2024,601,North Western,Respite residential care,Unknown,68
2024,601,North Western,Short-term restorative care,Indigenous,4
2024,601,North Western,Short-term restorative care,Non-Indigenous,56
2024,601,North Western,Short-term restorative care,Unknown,21
2024,601,North Western,Transition care,Non-Indigenous,28
2024,601,North Western,Transition care,Unknown,7
2024,602,Northern,Home care,Indigenous,27
2024,602,Northern,Home care,Non-Indigenous,637
2024,602,Northern,Home care,Unknown,63
2024,602,Northern,Permanent residential care,Indigenous,2
2024,602,Northern,Permanent residential care,Non-Indigenous,497
2024,602,Northern,Permanent residential care,Unknown,70
2024,602,Northern,Respite residential care,Indigenous,6
2024,602,Northern,Respite residential care,Non-Indigenous,677
2024,602,Northern,Respite residential care,Unknown,52
2024,602,Northern,Short-term restorative care,Indigenous,3
2024,602,Northern,Short-term restorative care,Non-Indigenous,53
2024,602,Northern,Short-term restorative care,Unknown,9
2024,602,Northern,Transition care,Indigenous,1
2024,602,Northern,Transition care,Non-Indigenous,90
2024,602,Northern,Transition care,Unknown,20
2024,603,Southern,Home care,Indigenous,36
2024,603,Southern,Home care,Non-Indigenous,995
2024,603,Southern,Home care,Unknown,100
2024,603,Southern,Permanent residential care,Indigenous,17
2024,603,Southern,Permanent residential care,Non-Indigenous,721
2024,603,Southern,Permanent residential care,Unknown,109
2024,603,Southern,Respite residential care,Indigenous,18
2024,603,Southern,Respite residential care,Non-Indigenous,894
2024,603,Southern,Respite residential care,Unknown,68
2024,603,Southern,Short-term restorative care,Indigenous,5
2024,603,Southern,Short-term restorative care,Non-Indigenous,91
2024,603,Southern,Short-term restorative care,Unknown,36
2024,603,Southern,Transition care,Indigenous,5
2024,603,Southern,Transition care,Non-Indigenous,186
2024,603,Southern,Transition care,Unknown,58
2024,701,Alice Springs,Home care,Indigenous,22
2024,701,Alice Springs,Home care,Non-Indigenous,35
2024,701,Alice Springs,Home care,Unknown,1
2024,701,Alice Springs,Permanent residential care,Indigenous,60
2024,701,Alice Springs,Permanent residential care,Non-Indigenous,18
2024,701,Alice Springs,Permanent residential care,Unknown,4
2024,701,Alice Springs,Respite residential care,Indigenous,51
2024,701,Alice Springs,Respite residential care,Non-Indigenous,15
2024,701,Alice Springs,Respite residential care,Unknown,2
2024,701,Alice Springs,Short-term restorative care,Non-Indigenous,2
2024,703,Darwin,Home care,Indigenous,33
2024,703,Darwin,Home care,Non-Indigenous,150
2024,703,Darwin,Home care,Unknown,10
2024,703,Darwin,Permanent residential care,Indigenous,29
2024,703,Darwin,Permanent residential care,Non-Indigenous,77
2024,703,Darwin,Permanent residential care,Unknown,12
2024,703,Darwin,Respite residential care,Indigenous,14
2024,703,Darwin,Respite residential care,Non-Indigenous,61
2024,703,Darwin,Respite residential care,Unknown,9
2024,703,Darwin,Short-term restorative care,Indigenous,1
2024,703,Darwin,Short-term restorative care,Non-Indigenous,72
2024,703,Darwin,Short-term restorative care,Unknown,12
2024,703,Darwin,Transition care,Indigenous,5
2024,703,Darwin,Transition care,Non-Indigenous,121
2024,703,Darwin,Transition care,Unknown,13
2024,704,East Arnhem,Home care,Indigenous,38
2024,704,East Arnhem,Home care,Non-Indigenous,3
2024,704,East Arnhem,Home care,Unknown,1
2024,705,Katherine,Home care,Indigenous,19
2024,705,Katherine,Home care,Non-Indigenous,13
2024,705,Katherine,Home care,Unknown,1
2024,705,Katherine,Permanent residential care,Indigenous,11
2024,705,Katherine,Permanent residential care,Non-Indigenous,7
2024,705,Katherine,Respite residential care,Indigenous,30
2024,705,Katherine,Respite residential care,Non-Indigenous,8
2024,705,Katherine,Respite residential care,Unknown,1
2024,801,ACT,Home care,Indigenous,18
2024,801,ACT,Home care,Non-Indigenous,798
2024,801,ACT,Home care,Unknown,73
2024,801,ACT,Permanent residential care,Indigenous,6
2024,801,ACT,Permanent residential care,Non-Indigenous,825
2024,801,ACT,Permanent residential care,Unknown,97
2024,801,ACT,Respite residential care,Indigenous,8
2024,801,ACT,Respite residential care,Non-Indigenous,792
2024,801,ACT,Respite residential care,Unknown,76
2024,801,ACT,Short-term restorative care,Indigenous,4
2024,801,ACT,Short-term restorative care,Non-Indigenous,164
2024,801,ACT,Short-term restorative care,Unknown,31
2024,801,ACT,Transition care,Indigenous,3
2024,801,ACT,Transition care,Non-Indigenous,202
2024,801,ACT,Transition care,Unknown,20
